clean_text,has_kualitas_produk,has_harga,has_pengiriman,has_pelayanan,has_performa,has_packaging
produknya bagus senang belanja di sini,1,0,0,0,1,0
sesuai harga,0,0,0,0,0,0
bagus sesuai deskripsi,1,0,0,0,1,0
spek dewa harga merakyat,0,0,0,0,0,0
bagus banget,1,0,0,0,1,0
bulid quality bintang performa processing bintang untuk baterai ukuran rasanya biasa saja termasuk hp yang baik walaupun bukan yg terbaik,0,0,0,1,0,0
barang di segel bagus bagus,1,0,0,0,1,0
bagus barang original sampai dengan aman,1,0,0,0,1,1
alhamdulillah amann semoga hpnya juga aman dan awet terimakasih banyakk,0,0,0,0,0,1
alhamdulilah sudah sampai,0,0,0,0,0,0
bagus,1,0,0,0,1,0
bagus solid banget cuma emang rada lambat aja mungkin karena lagi overload,1,0,1,1,1,0
thanks barangnya berfungsi dgn baik,0,0,0,1,0,0
bagus,1,0,0,0,1,0
barang sesuai deskripsi original dengan garansi resmi pengiriman cepat dan aman penjual responsif,1,0,1,1,1,1
thx barang sudah diterima barang aman sesuai deskripsi cepat responsif pengiriman cepat mantapp,1,0,1,1,1,1
aman terkendali,0,0,0,0,0,1
barang sudah sampai dengan paking bagus bonus yang tertera tidak ada,1,0,0,1,1,0
kejernihan lensa bagus performa sistem bagus,1,0,0,0,1,0
hp gk jelas ky ada d pantau aplikasi masa begitu d aktifin langsung ada no constumerservis masuk wa trus aktifin apk semua dr no kontak begitu aja masuk d wa benar ky gk,0,0,0,0,0,0
saluteeee,0,0,0,0,0,0
barang original barang nya bagus,1,0,0,0,1,0
barang bagis dan sesuai untuk kurir sangat buruk sekali tidak recomend,1,0,0,1,0,1
hp sudah sampai dan berfungsi baik,0,0,0,1,0,0
bagus barang bagus,1,0,0,0,1,0
barang datang sesuai pesanan yang disayangkan cuma pengirim via ninja express sangat lambat sekali membutuhkan wkt sampek hari paket baru sampek,0,0,1,1,1,0
barang original pengiriman tepat waktu kurir ramah,1,0,1,1,0,0
luar biasah,0,0,0,0,0,0
hari sampe barang bagus,1,0,0,0,1,0
responsif dan pengiriman cepat produk kondisi sangat baik kelengkapan cas kabel komplit dapet casing jg thx,0,0,1,1,1,0
toko amanah bagus sesuai,1,0,0,0,1,1
sangat sangat rekomended adminnya responsif dan cepat responsif banget pas saya masih tanya wkwk bagusnya lagi di paketnya tidak ada keterangan bahwa isi paketnya ini handphon,1,0,1,1,1,0
bagus responsif cepat pengiriman cepat tapi sayang siang chekout sorenya flashdeal selisih pekgo,1,0,1,1,1,0
berfungsi dengan baik quick charge mode,0,0,0,1,0,0
bagus safely delivered,1,0,0,0,1,0
barang aman waktu dan packing pengiriman good next belanja lagi di toko ini thanks,0,0,0,0,1,1
sangat original sangat baik kurir ramah pokok nya jangan ragu beli hp di sini benar asli no tipu tipu,1,0,0,1,0,0
barang diterima dengan keadaan baik packaging bubble wrap aman pengiriman sampai sulawesi sangat cepat seller responsif,0,0,1,1,1,1
alhamdulillah datang sg selamat masih segel ori layanannya overall excellent kakanya cepat reapon baik sekali mohon maaf belum sempat foto utk hadiah soalnya,1,0,1,1,1,0
barang sudah diterima dan berfungsi dengan baik,0,0,0,1,0,0
cakep sesuai tepat waktu aman amanah terpercaya,0,0,1,0,0,1
baguss,1,0,0,0,1,0
bagus cuma tidak bisa login ke email hati aja temen tidak ada responsif dri samsungmya juga mending beli langsung aja,1,0,0,1,1,0
info dari halaman ini adalah ipad garansi resmi indonesia namun produk yang saya terima tidak seperti yang dideskripsikan memiliki model number ll a,0,0,1,1,0,1
ori dan seseuai request kode unit admin juga cepat responsif banget pengiriman juga aman dipacking dengan rapi awalnya rafu dari seller lihat komennya positif semua akhirny,0,0,1,1,1,1
original oppo sesuai deskripsi pengiriman cepat terimakasih,1,0,1,0,1,0
bagus barang nya,1,0,0,0,1,0
alhamdulillah overall bagus karena upgrade dari hp sebelumnya yg cuma g juga dapet harga di varian cuma ternyata baterainya agak boros dan saya merasa ini,1,0,0,0,1,0
original,1,0,0,0,0,0
bagus sesuai aslinya jos pokoknya,1,0,0,0,1,0
bagus banget,1,0,0,0,1,0
alhamdulillah paketnya sudah q terima kk,0,0,0,0,0,0
mudahan awet,0,0,0,0,0,0
iphone keren banget desainnya elegan layarnya jernih dan performanya cepat banget kameranya juga jauh lebih bagus terutama buat foto malam senang banget sekarang,1,0,1,0,1,0
barang bagus bagus pengiriman pun juga rapi,1,0,0,0,1,1
bagus barangnya sdh dtng dan sesuai deskripsi tokonya amanah dan pengiriman cepat,1,0,1,0,1,1
saya tidak tahu ini asli atau bukan tidak pada umum nya tidak ada logo seri wooble nya,1,0,0,1,0,0
hp terkencang di kelasnyaa,0,0,0,0,0,0
harga juta tapi barangnya serasa biasa sj,0,0,0,0,0,0
bagus bagus,1,0,0,0,1,0
barang sesuai pesanan dan berfungsi dengan baik semoga awet,0,0,0,1,0,0
berfungsi dengan baik dan pengiriman bagus,1,0,0,1,1,0
barang masih disegel pengiriman bagus minta yg ibox dikirim kode pa a sesuai permintaan,1,0,0,0,1,0
bagus banget makasih,1,0,0,0,1,0
barang sdh sampai sesuai yg di inginkan trima kasih seler next order lg,0,0,0,0,0,0
luar biasa untuk yg kesekian kalinya,0,0,0,0,0,0
good,0,0,0,0,0,0
bagus pengiriman tidak sampe jam cek out sore siang sudah sampai packing super aman sekali kualitas barang bagus punya terima kasih,1,0,0,1,1,1
kualitas pengerjaan bagus cepat aman,1,0,1,0,1,1
pesanan sudah saya terima dengan baik dan sesuai dengan spesifikasi,0,0,0,1,0,0
sepadan karo hargane,0,0,0,0,0,0
berfungsi dengan baik namun sayang mungkin kebijakan efisiensi jadi masih tidak ada charger yg disertakan pada paket penjualan,0,0,0,1,0,0
terbaikkkk,0,0,0,1,0,0
berfungsi aktif gnssnya bagus,1,0,0,0,1,0
packaging rapih hp ori dapet charger dan kabelnya no penyok karena bubble wrap tebel hp juga berfungsi dgn baik semoga awet seperti pendahulunya,0,0,0,1,0,1
trimakasih selleer barang ori masih bersegel packing rapi dan aman tnhkyuuuu,0,0,0,0,0,1
sipp,0,0,0,0,0,0
terima kasih sudah diterima dengan baik mantab,0,0,0,1,0,0
bagussss bangettt cog,1,0,0,0,1,0
pengiriman cepat pesanan sesuai yg d pesan,0,0,1,0,1,0
maaf baru ulas barang semua bagus,1,0,0,0,1,0
barang ny okeee,0,0,0,0,0,0
cocok dengan yg diingenkn,0,0,0,0,0,0
pengemasan cepat paking aman sampai selamat untuk perpindahan data dari smartphone samsung lambat ke baru mudah dan cepat semua data dan aplikasi langsung tersalin dari,0,0,1,1,1,1
mantab barang sampai dengan aman baru pertama beli barang eletronik harga tidak murah via ecommerce alhamdulillah sampai dengan aman bisa dipastikan barang original gar,1,1,0,1,0,1
barang sudah sampai pengirimannya cepat hari sudah sampe semoga awet thx xiaomi,0,0,1,0,1,0
pengiriman amanah hp nya sudah diterima,0,0,0,0,0,1
pengiriman sangat cepat dan barang sesuai pesanan sudah kedua kalinya order dan selalu memuaskan,0,0,1,0,1,0
semoga tetap jadi langganan,0,0,0,0,0,0
barang ori tapi deliverya ninja sangat lambat sekali sangat tidak rekomen melalui ekspedisi ninja,0,0,1,1,1,0
oriiiii top markotop,0,0,0,0,0,0
barang segel rapih sesuai deskripsi paket rahasia,0,0,0,0,0,1
bagus tanpa ada kata top,1,0,0,0,1,0
gimana ini speaker nya tidak berfungsi tidak ada suara nya d buat musikan nelpon,0,0,0,1,0,0
berfungsi dengan baik terimakasih,0,0,0,1,0,0
pesan barang tgl pagi ehh kirim ny tgl sore otomatis telat dateng ny sebab estimasi tgl dah tiba ini mah dateng ny diluar estimasi lo tuk packing barang terbilang,0,0,1,0,0,0
barang nya mendarat dengan mulus,0,0,0,0,0,0
ori reliable well roundsd,0,0,0,0,0,0
alhamdulillah amanah bangett,0,0,0,0,0,1
packing bagus pengiriman sesuai estimasi semoga awet,1,0,0,0,1,0
barang sampai dengan aman sesuai pesanan meskipun ada keterlamabatan pengiriman warna dan ukuran cocok untuk anak wanita yg baru masuk smp cukup elegan dan fungsional t,0,0,1,0,0,1
alhamdulillaah pesanan nya sudah sampai cepat jg dan barang nya bagus sesuai ekspestasi terima kasih,1,0,1,0,1,0
mahal dikit tapi official store btw sabar sabar ngadepin official store karena seperti transaksi sama tembok gavada responsif tapi yasudahlah yang penting barang ori seg,0,1,0,1,0,0
sukaaa,0,0,0,0,0,0
jujur deg deg an banget karna beli barang mahal di online tapi alhamdulillah sampai dg selamat dan masya allah cantik banget insya allah barangnya awet tanpa kendala apapun aam,0,1,1,0,0,0
barang masih segel paking rapi dengan bubble wrap yg cukup tebal dan ketika dibuka penutupnya langsung poweron berfungsi baik hanya saja sedikit panas ketika dicharge,0,0,0,1,1,1
alhamdulillah paket nyampek packing aman sudah ke kali beli,0,0,0,0,0,1
ori bagus pengiriman cepat cuma seler kurang responsif dichat dari beberapa hari kebelkang tidak responsif tadinya sebelum co mo nanya dulu eh tidak ada jawaban akhirnya ya su,1,0,1,1,1,0
alhamdulillah produk sesuai pesenan smoga awet,0,0,0,0,0,0
barang bagus,1,0,0,0,1,0
barang masih segel dan ori ada kartu garansi buat klaimnya bagus lah sellernya,1,0,0,0,1,0
good quality,0,0,0,0,0,0
bagus min warna silvernya debest transparan aluminium dan pastinya poconya beraksi gas gas gas tengkyu,1,0,0,0,1,0
komunikasi dengan admin cukup baik delivery sesuai antrian,0,0,0,1,0,0
performa baik,0,0,0,1,0,0
bagus barang ori bagus berkualitas selalu puas beli di official stor oppo,1,0,0,0,1,0
mantep packing rapih,0,0,0,0,0,1
barang original sesuai deskripsi packing sangat aman recomended thanks gan,1,0,0,0,0,1
bagus sesuai pesanan pengiriman aman dan cepat sehari langsung datang,1,0,1,0,1,1
produk sudah sampai belum di coba semoga awet,0,0,0,0,0,0
bass nya bagus treeble nya pas good product,1,0,0,0,1,0
mantappp kiriman cepat,1,0,1,0,1,0
manteeepp,0,0,0,0,0,0
mendarat dengan aman,0,0,0,0,0,1
rekomen brng bagus ori,1,0,0,0,1,0
bagus,1,0,0,0,1,0
kualitas pengerjaan bagus performa sistem bagus kejernihan lensa bagus,1,0,0,0,1,0
bagus,1,0,0,0,1,0
terima kasih,0,0,0,0,0,0
barang bagus gampang banget pasang sendiri seller responsif,1,0,0,1,1,0
sesuai pesanan,0,0,0,0,0,0
bagus,1,0,0,0,1,0
barang sampai dengan baik gardusnya agak penyot dikit tapi untung packing didalam gardus diberi doublewrap sehingga barang aman bagus dapat bonus,1,0,0,1,1,1
gercep sih pengirimannya cuma barangnya msh aku cas dlu belum aku pake nanti aku edit penilaian kalo aku sudah pake edit sudah dipake alhamdulillah berjalan normal baran,0,0,0,0,0,0
pengiriman lambat,0,0,1,1,1,0
barang sesuai pesenan,0,0,0,0,0,0
barang sudah sampai dengan aman peking nya aman banget dabel terimakasih,0,0,0,0,0,1
barang sesuai deskripsi kemasan rapi tidak ada kerusakan,1,0,0,1,0,1
packing bagus rapih dan msh tersegel,1,0,0,0,1,1
alhmdulillah paketnya sesuai dan msh disegel,0,0,0,0,0,0
bagus design nya aku suka harga murah pula memory nya gede ram nya gede bagus lah buat ku,1,1,0,0,1,0
good,0,0,0,0,0,0
brg sdh diterima dengan baik dan belum di coba gunakan,0,0,0,1,0,0
barang bagus kualitas jernih tapi kalau bisa jangan kirim lewat ninja lambat banget sampai nya,1,0,1,1,1,0
hpnya sesuai dengan pesanan,0,0,0,0,0,0
barang bagus banget teruji dan harga bersaing,1,0,0,0,1,0
barang ori bagus pengiriman cepat spek sesuai dengan aslinya semoga tidak matot aja,1,0,1,1,1,0
barang sudah saya terima dan ya dengan aman barangnya sangat bagus,1,0,0,0,1,1
seller ramah pengiriman cepat kualitas barang sangat baik,1,0,1,1,1,0
produk original,1,0,0,0,0,0
barang garansi resmi original,1,0,0,0,0,0
barangnya sampai demhan selamat sudaj pasti original dari samsung kelengkapan lainnya juga lengkap,1,0,1,0,0,0
bagus belum dicoba semoga awet dan lancar jaya,1,0,0,0,1,0
baguss sesuaii dapet cashing dan lengkap charger jadi gaperlu beli lagi cepat charging beli pas flash sale mantaap,1,0,1,0,1,0
performa sistem bagus kejernihan lensa bagus,1,0,0,0,1,0
barang cepat datang,0,0,1,0,1,0
bagus,1,0,0,0,1,0
real semoga awettt,0,0,0,0,0,0
alhamdulillah sampai dengan selamat toko amanahh suka bangett sama warna nyaa pengiriman cepat,0,0,1,0,1,1
alhamdulillah barang di terima dengan selamat semoga awet nih pocof cakep buruk dengan performa yg kenceng sd s gen,1,0,1,1,0,1
terimakasih banyak atas paket nya gan,0,0,0,0,0,0
barang bagus dan baru,1,0,0,0,1,0
sdh sampai dg aman cepat packing bagus bisa hidup tapi belum tak coba fitur lain semoga awet terima kasih,1,0,1,0,1,1
packing bagus barang bagus,1,0,0,0,1,0
bagus cepat,1,0,1,0,1,0
bagus,1,0,0,0,1,0
alhmdulilah barang nya bagus,1,0,0,0,1,0
hs ku sudah ympe suaranya bagus sudah ketiga kalinya aku pke prodak oppo ini mkch,1,0,0,0,1,0
alhamdulillah paketnya smpai dengan selamat kirain yg dtng hnya powerbank soalnya sempat dihubungi sma penipu ktnya salah kirim produk yg isinya itu cuma powerbank unt,0,0,1,0,0,0
keren pesen minggu senin sampe barang bagus moga awet,1,0,0,0,1,0
barang bagus dan admin sangat responsif sekali approve,1,0,0,1,1,0
lambat juga ya shipping nya saya ambil aja di kantor jne jl tanjung duren barat alhamdulillah barang bagus fungsi normal puas laaah walau lambat dateng nya casing nya d,1,0,1,1,1,0
cakep banget,0,0,0,0,0,0
paket sampe dengan aman dan sesuai semoga awet thank you,0,0,0,0,0,1
barang sesuai garansi resmi responnya cepet terimakasih,0,0,0,1,0,0
barang segel original semoga awet terimakasihh,1,0,0,0,0,0
amanah bagus,1,0,0,0,1,1
sesuai pesanan,0,0,0,0,0,0
t rim k ih suks s dan lancar sl lu bos ku,0,0,0,0,1,0
berfungsi dengan baik,0,0,0,1,0,0
garansi resmi tam kereeen pengiriman cepat packing bagus,1,0,1,0,1,0
bagus sesuai pesanan packing aman dan berfungsi dg baik tks penjual n exedisinya,1,0,0,1,1,1
bagus bosku mendarat dengan aman,1,0,0,0,1,1
produk sesuai tapi penjual tidak komunikatif dan tidak informatif mengenai produk,0,0,0,1,0,0
barang sesuai pesanan packing aman tidak ada cavt kondisi bagus dan berfungsi dengan baik ori,1,0,0,1,1,1
bagus pengiriman cepat packing safety banget sampe lapis,1,0,1,0,1,0
mantappopp,1,0,0,0,0,0
barang ori mantab,0,0,0,0,0,0
produk fungsi normal imei aman jaya,0,0,0,0,0,1
bagus segelan dan sesuai pesanan ya,1,0,0,0,1,0
okee bagus orii pengiriman juga cepet cuma hari,1,0,0,0,1,0
sangat amanah aman dan terpercaya,0,0,0,0,0,1
barang sih sudah pasti bagus hanya ngeselin sama cs nya pas di tanya warna natural ready dijawab ready setelah order ndak di proses sampai besok nya ndak ditanya ya tidak,1,0,0,1,1,0
boleh lah,0,0,0,0,0,0
silent klik mulus cuma kalo nyala indikator lampunya kaga ada,0,0,0,0,0,0
aman dann harga murah bgtt,0,1,0,0,0,1
siiip,0,0,0,0,0,0
hp ny bagus realpich jgan ragu beli di vivo indonesia brgnya ori sudah dia kali pesan untuk saya dan suamii puas bngat sangat membantu makasih vivo indonesia,1,0,0,0,1,0
bagus banget,1,0,0,0,1,0
barang sesuai pesanan original oppo rekomendasi seller,1,0,0,0,0,0
alhamdulillah sudah sampai pengiriman cepat cuma hari itu pun karna ada tgl merah barang ori lengkap responsif cepat thanks vivo,0,0,1,1,1,0
packet di terima dengan baik dan mulus semoga awet terima kasih,0,0,0,1,0,0
alhamdulillah barang datang tidak ada kendala aman g ada lecet,0,0,0,1,0,1
sdh sampai handphone next order lagi,0,0,0,0,1,0
bagus,1,0,0,0,1,0
pas,0,0,0,0,0,0
sesuai kamera nya bagus,1,0,0,0,1,0
barang datang sesuai deskripsi pesanan,0,0,0,0,0,0
barang masih segel jaminan original packing bagus dan pengiriman cepat,1,0,1,0,1,0
barang sampai dengan selamat,0,0,1,0,0,0
hape nya keren selalu oppo reno di hati reseler responsif cepat dan selalu update terima kasih oppo store rekomend buanget toko nya jangan ragu untuk order disini,0,0,1,1,1,0
barangnya sesuai dari proses pembelian packing pengantaran bagus,1,0,0,0,1,0
bagus awet aman kuat kencang canggih murah lumayan,1,1,0,0,1,1
bagus hp nya berasa premium banget the best f series base cuma sayang dapat diharga pas jam an sorean dikit sudah berubah voucher nya jadi jt semoga awet hp nya,1,0,0,0,1,0
produk tidak ad masalah semua berjalan dengan normal semoga tidak ad masalah sampai update terakhir ios berakhir untuk produk ini saya mendapatkan ipad wifi only regio,0,0,0,1,0,0
barang mantab brand new body keren sudah metal dan backdoor glass semoga awet thx xiaomi indonesia,0,0,0,0,0,0
sesuai pesanan,0,0,0,0,0,0
bagus aman jaya,1,0,0,0,1,1
keren banget untuk anda para penggemar gaya keren banget,0,0,0,0,0,0
barang masih disegel diterima dengan baik tidak kekurangan sesuatu apapun semoga awet dipakai,0,0,0,1,0,0
baik,0,0,0,1,0,0
cepet banget datengnya plus dapet promonya lumayan tidak kaya di offline store membantu banget buat yg mau beli hp tapi budgetnya pas pasan,0,0,0,1,0,0
alhamdulillah hp terbungkus segel semua bonus kartu dan adafternyapun ada terima kasih tuan dan pengirimanyapun tiada kendala walaupun di tengah tengah padatnya pe,0,0,0,0,0,1
paket satset dikirim nya sudah gitu di paketan tidak tertera tulisan iphone jadi gadibawa kabur sm kurir,0,0,0,1,0,0
bagus barang bagus pengiriman juga lumayan cepat,1,0,1,0,1,0
pengiriman sangat lambat masak berkali kali failed saat mau di pick up barangnya jni mah bukan salah ekspedisiny tpi emg dri storenya dan tagu kalian cuman dibungkus b,0,0,1,1,1,1
saya beli produk ini di toko ini saat pembelian ada tertulis di foto diskon samsung care yang bisa di klaim di samsung gift saya sudah cek tetapi tidak ada sudah,0,0,0,1,0,0
ori pengiriman cepet kmaren siang pesan skarang dah sampe cuma jam doang ke bogor mksih mudah an awet,0,0,0,0,0,0
produk sesuai,0,0,0,0,0,0
paket nya sudah sampai hpnya bagus bnagt keren sempat jg kesel karena pengiriman lamah tapi alhamdulillah sudah sampai,1,0,1,0,1,0
bagus dapet hadiah juga,1,0,0,0,1,0
barang sesuai dan bagus,1,0,0,0,1,0
paketku dah sampeee aman banget ya gais gausah ragu yg penting cekout disiniii official storenyaaa ke bangkalan madura cuma hari ajaaaa,0,0,0,0,0,1
barang nya bagus original segel dan bergaransi resmi battery nya awet terima kasih,1,0,0,0,1,0
barang masih disegel waktu sampai ada garansi resminya berfungsi dengan baik kualitas barang original pasti top,1,0,0,1,0,0
barang sesuai dg pesanan,0,0,0,0,0,0
hp nya bagus pkonya,1,0,0,0,1,0
bagus tapi hp nya cepat panas,1,0,1,0,1,0
barang mendarat dengan baik semoga awett,0,0,0,1,0,0
bagus,1,0,0,0,1,0
bagus pembelian ke selalu amanah luar biasa,1,0,0,0,1,1
sempet kecewa karna salah pilih ekspedisi pengirimannya yang terlalu lambat tapi puas banget sama barangnya dan tidak pernah kecewa pakai produk dari xiaomi indonesia,0,0,1,1,1,0
barang original bubble wrap tebal sangat pengiriman cepat dan invoice tidak dicantumkan nama barangnya agar minimalisir hal hal yang tidak diinginkan,1,0,1,1,1,1
barang sudah sampai dengan selamat pokoknya,0,0,1,0,0,0
mantaaabs bossq berfungsi dengan baik smoga awet,0,0,0,1,0,0
terima kasih yaa,0,0,0,0,0,0
bagus nyampe dgn selamat,1,0,1,0,1,0
bagus,1,0,0,0,1,0
sudah sesuai barangnya bisa digunakan dg baik,0,0,0,1,0,0
bagusss banget barang nya ori,1,0,0,0,1,0
bagus aman sampai tujuan,1,0,0,0,1,1
ori sesuai deskripsi,0,0,0,0,0,0
hp selamat sampai tujuan,0,0,1,0,0,0
trmksh,0,0,0,0,0,0
hpnya sudah diterima kk makasih banget benar benar amanah banget warnanya sesuai yang dipesan makasih ya kk berkah barokah dan laris jualnya,0,0,0,0,0,1
aman,0,0,0,0,0,1
barang sudah diterima semua mulus dan masih bergaransi terimakasih pelapak semoga jaya selalu,0,0,0,0,0,0
barang sesuai deskripsi dan foto diterima utuh dan masih segel pengemasan aman dilapisi bubble wrap dan kardus lebih istimewa menggunakan lakban yg mudah robek jika d,0,0,0,0,0,1
bagus,1,0,0,0,1,0
sesuai pesanan belum di coba semoga mantapppppppppp bos ku,1,0,0,0,0,0
packing aman dus hp sesuai order hp bs dicharge semoga awet,0,0,0,0,0,1
kualitas baramg bagus enak di genggaman dan mudah koneksinya dengan bluetooh laptop hp tanpa dongle proses cepat dan packing aman,1,0,1,0,1,1
bagus,1,0,0,0,1,0
pilih next day tapi seller baru drop barang jam di ekspedisinya jadinya hari setelahnya baru nyampe itupun harus pick up sendiri di ekspedisi karena kl nunggu kurir yg,0,0,0,0,0,0
